poem,gpt_lp
"в ароматы соли накормлены 
 восход больше жизнь под утро приходит безрассудней 
 и лежит словно выход из соли скормлены 
 что деревья мне лунной будней",-7.814249038696289
"мимо но как хочется осудит шелестит 
 а было сердце хочется рано грозен 
 лесной они ещё не пыхтит 
 так для все дохнет ее морозен",-7.815030574798584
"они мне море реки в поле плывущие 
 звезды краски разлит в сводные 
 полях рисует вторя далей кровь живущие 
 руках говорят нового защищая цветёт краснокнижные",-7.823250770568848
"в лесу с восторженный отчужденных 
 огневые зелёный духом разгулялся вьюгой ветер пуч 
 осенним лугов все лежат глаз белым алешиных 
 ей не осталось до кипуч",-7.823397159576416
"и сахарная мука ведёт в обратные 
 его чудесный рассвет велик рассвет янтарно 
 горит её запах суррогатные 
 лепестки как человек гитарно",-7.8257222175598145
"в тиши чтоб в плен порою гостюет 
 не обнять ты увесь 
 страха в детстве бы в путь горюет 
 в те неровным но грязь угодишь взвесь",-7.832650184631348
"пути он всюду ласково и шевельнулся 
 мне звезды и у отрицательных 
 меня готов сказать а ты не повернулся 
 и весна ждут а воплощение и проницательных",-7.8394598960876465
"серых туч и понимающим 
 облаком чистая звезда на закате запускают 
 небесным лучи свежо аккурат стужи принимающим 
 того капали хвост проклиная арам дамаск рождают",-7.843884468078613
"рядом с ним закрыта 
 прекрасна и тлеет что от обули 
 даёт смысл слёз приоткрыта 
 с пренебрежением и бабули",-7.8444132804870605
"огне вас не рассрочке 
 радуги на землю нежно мне пространство общего 
 я читаю тебя в сорочке 
 говоришь любить меня прекрасна уже не всеобщего",-7.846420764923096
"твои землю вдруг нагими 
 идёт и повторять вслед за незнанный 
 родная каждый день как другими 
 еще холодней а звёзды непогодный",-7.848126411437988
"раза в весну читая нашей ночами стремящийся 
 их не пойму его с йвже 
 задумалась так о прощении и дымящийся 
 даже в тревоге все без муляже",-7.848981857299805
"плавно дружно бог печеньем 
 и улыбалась её утренних 
 посмотри там жизнь с вареньем 
 то есть вдохновенье с кого и ёлочках",-7.849611759185791
"снова чемодан оковы без костра и подает 
 танцует туман и скажет где откроют лунного 
 монаха звук или озирает 
 вот один и грубо из мушки подлунного",-7.852450370788574
"и ночью лукаво эта мигрень 
 плачут природа не зависит что без умолку 
 хотела быть только птицы сирень 
 аленький бережно лёгким души оду",-7.854080677032471
"никакой у него лишь мужскую 
 кто знает что в безбрежною 
 этом мире привет всем людскую 
 крылья настолько а это каждый небрежною",-7.855386257171631
"некрасивым ты красива и призови 
 сквозь свежесть рукой белорусском 
 так и грустно ты не позови 
 проще не расставаться русском",-7.8593621253967285
"только осталась вечность как в бедном 
 близка душа дала нам путь присягнувший 
 до утра тайна дат в победном 
 листьях женщины грядки их мелькнувший",-7.860875606536865
"лет я таким же разродилась 
 оно придёт сестра прячась за праздник баном 
 хранит её народ их они сущий насладилась 
 из рая несли на черном",-7.862450122833252
"иду как будто перешел 
 клеймо как рифму равнодушно многодетным 
 неба на землю обошел 
 и бороться на бездетным",-7.872174263000488
"от суеты и кабины 
 я твой за постель дома найди торжествовать 
 меня и прямо с током я дубины 
 ловит тела и колдовать",-7.896460056304932
"ведь главное наши мои руки согну 
 исчезнет не стоит туманность слёз не гасни 
 звёзды и нежно нервно струну 
 сколько богородица за друг всех басни",-7.89769172668457
"и смешных печали не забыть чехарде 
 томных глаз или сердце не указал 
 я еврей и одной не ошибки вреде 
 и миром держитесь показал",-7.9006195068359375
"двое ведь уж близко 
 грехи у христа зачем можно миф 
 в вихре решений и склизко 
 надо суки или сизиф",-7.907879829406738
"с цветами солнца рад присутвие 
 и вьюга она воспевал 
 и вдруг вокруг дождей реки препятствие 
 все так же явно предавал",-7.911524295806885
"не видно здесь крови известности 
 видит бог и все открыли ясной 
 получим мы доверить бога единственный кто окрестности 
 соблюдает святой тот кто copyright неясной",-7.916205406188965
"смог все ж были разрезает 
 пути к законодатель бредущей 
 к губам тишь слёзы кровь скупает 
 под соловья покоем отпустив рыбацкий идущей",-7.9184465408325195
"для меня глотая каждый закат снежный идиотов 
 крысы седые у ветвей а кто убиваю 
 нам найти их незримой патриотов 
 плывут к небу ветры облака всё прикрываю",-7.918467998504639
"все печёт и сдаём 
 нас сугробы их хороши так зачем промокают 
 вы все чаще даём 
 могли наш за родину до своих истекают",-7.928247928619385
"он стала первым ожиданьем 
 рядом мама ложь она просто неспешных 
 моя сила и вот прощеньем 
 я белый свой лист кромешных",-7.931952953338623
"и приговор божьим деревушках 
 же не умею тяжёлым отчасти подправит 
 твои мечты мои церквушках 
 но я ещё поздравит",-7.934569835662842
"марина поднялись природу без прегрешений 
 ещё не тепло нелепо 
 остается желанье плакать в темноте не приглашений 
 не как часто твой образ яркий свирепо",-7.936605453491211
"в небеса навстречу порывах улетают раскинул покинутый 
 редкий снег в тишине скользит по царскими 
 поступков глаз любо вокруг время вышли раскинутый 
 приди от мушки январскими",-7.939484596252441
"лучше всегда просто ещё и не вседозволенности 
 было столько силы смерти свое радость частичек 
 поэтов топчет стороны картины картины властью особенности 
 земная из этого объятий вольный звуки птичек",-7.9415283203125
"жара и природы перезвон несъедобная 
 вокруг себя среди глаз сей основана 
 стих в яме бесподобная 
 нет смертной традиции обоснована",-7.944480895996094
"на плечи режу слова сольётся 
 или на корабле пояс они хвалі 
 детства кто не изольётся 
 денег пыль они относятся к жалі",-7.947494029998779
"птицы горькими печенье но складный 
 до зари в шипенья 
 миг журчит услышав прохладный 
 сияют хочется жить уменья",-7.9499664306640625
"сейчас все ставят в пустыне седых 
 правды минута слова у них ведь усмирится 
 кому дожить до смеха только гнедых 
 сомнения розу похожих на озарится",-7.950047492980957
"больше в вальсе тает 
 твой прося не наполнил 
 из страсти и огня взяла себя испытает 
 тебя человек владимир исполнил",-7.954681873321533
"счастья немного и февраль стрелковая 
 вспоминали пока мы ходили меленьким 
 в цветах и местечковая 
 у самого вас перед дьяволом исчез беленьким",-7.962678909301758
"я иду в холодную обители 
 и суд его отслужил 
 перестану в той любители 
 ты сюрпризов был мой нищие безумно тужил",-7.966005325317383
"крепче дымом богов мы невежде что заманивши 
 каплю услышим друг моей новой сотам 
 ты для всех свой сжавши 
 по утру по красотам",-7.9710845947265625
"но я тебя буду обособленно 
 травы пожитки постоянной небес в лученосном 
 лип кожа і край алых алых озлобленно 
 не знала топком болотце закисли благодатными ливаном",-7.972097873687744
"с полей с каждым годом из минорах 
 на божий дар дары а шум прырода 
 вещи и нынче всем весь в норах 
 целуй и томный миг замочить теней цветоперехода",-7.973325729370117
"раны места нет уже в покое параллели 
 помни об этом спасала 
 нам решить твои смелели 
 язык в сердце сношала",-7.978281497955322
"с ним не преклоняй 
 обещание брат тебя ради тебя люблю въезжая 
 тебя и трудно исполняй 
 тобою целоваться и о наши преображая",-7.986903190612793
"о любви устали чудится этот пейзаж окружала 
 это ночь оставив ожиданья и восторгом подремать 
 и у жасмина и этих молока дрожала 
 прогуляться или на спичкой піймать",-7.989747047424316
"дня хоть больше на шею не выстоем 
 его помощь иначе не знаю но невситима 
 себя желаю нам вдвоем 
 вольной я себе водима",-7.998836517333984
"всю глубина нашу полегли 
 когда она были прошли ты добравшись 
 в нас всю так ей лягли 
 желанным быть силы порывшись",-7.998899459838867
"дорого и на земле остановить 
 сейчас высота эта бархатом 
 какая подарок любви что уловить 
 дарила всем хороша душа коленки панбархатом",-8.003633499145508
"же мечты и золотушные 
 больно тише к лицу после фавора 
 до дна снова наслаждаются желтушные 
 примета узнавать из вора",-8.006431579589844
"жить под дождём и по тоннеля минут 
 важно весна в поле уголочки 
 желтые веером снег встряхнут 
 перевит с and александр ангелочки",-8.014315605163574
"звуки лазурь в зеркале неба попытка 
 полны самой рассветный весны и поля амбициозный 
 сыпалась на землю стон пытка 
 стон говор золотой сына грандиозный",-8.016496658325195
"снова в сердце смутивши 
 легко словно нам стареть арфы 
 будет были и избравши 
 как пусть радует будет помнить шарфы",-8.029086112976074
"в покой осень каждый день смотрит присуще 
 я у смеха по вольерах 
 это так красиво вездесуще 
 пусто я ушла опять березка в барьерах",-8.033722877502441
"ночь луна и мёртвых лучики солнца поднести 
 свечи а есть ритм 
 спасителя родного христа он словно трактор обойти 
 а горит своею алгоритм",-8.041367530822754
"и крыш крылья пошаришь 
 льда и лёгкий жёлтый хор балуя 
 зовут жаждой от душой от шаришь 
 и перемен свои аллилуя",-8.04372787475586
"и бродил счастье и прилеплюсь 
 принес зори урожай от глаз сомкни 
 паденья слов как прежде утоплюсь 
 теплый ум не оскверни",-8.04411792755127
"свой ум ты в борьбе запредельный 
 помогает в делах средостения 
 благодарить всех себя отдельный 
 этот мир призывает мечтать марта года растения",-8.050395011901855
"в окошко слегка малиновая 
 и слышен как грунт 
 всплеск ветра листья всё кусает адреналиновая 
 пусть в сердце причастие фрунт",-8.053550720214844
"а тот же дерево в поплавок 
 печали хоть намного иметь сквозняка 
 их душ но ждёт в островок 
 эту кровь н наперекор штыка",-8.053552627563477
"море тонкий вкус тепла я запускаю 
 к твоим стеклом дома и круизного 
 я богом отыщу ласкаю 
 основу бесконечно разных первого",-8.054137229919434
"сперва как одну доля хранила им алена 
 ж скорей того таких иссохших 
 ли гром словно вы из украдена 
 горы я ненужный оглохших",-8.054436683654785
"поймешь ты рецензия на успеха 
 плоть верность мою поддержу 
 эти самые мечты сладкий будут для спеха 
 евгения без началом всхожу",-8.056757926940918
"игриво рядом но срібний 
 коня к нам нахлебались 
 фото раскинул крылья корку миром честь вірний 
 россии имеет своё новые ошибались",-8.05685043334961
"меня мимо тебя вышел из страстей 
 я не верю улетит нет ни недурно 
 они не видно сами не когтей 
 ждут несут белокуро кричали ноября михаил дурно",-8.06324291229248
"трава поднялись без дурманной 
 наблюдает ты же не жну 
 дождем такой прошел недолгий сети слеза манной 
 порой точно не сомкну",-8.068415641784668
"кому во всем не найти пусткою 
 будь когда надоели есть образ терпенья 
 ваши руки я прикоснусь ведеркою 
 и отказаться меня разоблаченья",-8.07017707824707
"звон коварный светом всех бесповротно 
 душа в бокалы из разлук 
 нам ребёнок и как срок безплатно 
 белая подснежник по последний грехам каблук",-8.071073532104492
"только птица под чародейство 
 реки светло от взглядов и радость боровик 
 жизнь чувством не лицедейство 
 когда снова мы прости покаяния чистовик",-8.072556495666504
"счастью в книге короли не изложено 
 их в ночи я не берем 
 ища надел так я сижу из расположено 
 я испита серце игорем",-8.080778121948242
"ты состоит моя душа и кургалу 
 будем с ним в бесподобном 
 урок станет мало безналу 
 и ночь от маленькой подобном",-8.08338451385498
"вдруг конечно на устах приглашает в прошлепал 
 холсте радостно хоть виден лучи оголить 
 свод дремлет свет в хороводе час штопал 
 случилось в сердцах всё что желает окрылить",-8.083781242370605
"тиши наружу уже мир подойника 
 счастья тупо вот только в делах изворотлива 
 грешный бред и поэт разбойника 
 твердят неустанно доступна к кому вину заботлива",-8.090801239013672
"волны зверобой ни цвета двух починет 
 я взглядом притаился правый молдаване 
 во мгле станет стоит дернет 
 и в камеру смартфона на диване",-8.095198631286621
"их души говорят и взрывы 
 благодарят остались так развеется 
 раньше по солнцу пошла пальмы порывы 
 прощанье вглубь паутину плетет в ветвях веется",-8.096587181091309
"дивный о золотом трели разместили 
 и услышал глас в галдели 
 нём каждый миг поглотили 
 желает всем храни же таков просидели",-8.100191116333008
"гуляет лишь сверху завис отблеском 
 как красный цвет на юг сегодня матюгая 
 лето похоже дом садов тени ветви илом 
 дождём лучами оставил вечер и раздвигая",-8.103018760681152
"ты будешь вдалеке гитара с обнажаясь 
 дороги так рядом на жрецов 
 крыло едва под луной выражаясь 
 на руку посмотрев с гонцов",-8.105618476867676
"каждый день когда покроют 
 тот мгновенье пока делаешь 
 главное из нас чья душа моя раскроют 
 чем теперь народ в богов сделаешь",-8.106873512268066
"это я люблю тебя хладнокровно 
 дождя я рад твой стан в сокровенного 
 лепестки зимы сердцу стало неровно 
 будто ощущенье мир милой летний был вдохновенного",-8.106898307800293
"луны о ней не слышно тепла зачеркнутый 
 не так тоскливо небогатый 
 в небо сказка слышен мне толстый 
 природу я святого течёт богатый",-8.107247352600098
"там где так смешано 
 всегда солнцем за циркон 
 цепи холста а кто намешано 
 нежней муз космический дракон",-8.108834266662598
"всё чуть веселит подобно водолазке 
 истома точку волки лишь с сентябрем 
 что старость быстро не всказке 
 зря бы меня не словарем",-8.110136985778809
"чудесный он как же не довел 
 и закрыт откроют свой труд в остров 
 храмы из вас свой павел 
 чтобы во времени приметив полуостров",-8.112903594970703
"что было не шутил я боевою 
 не ложь любви лишь небесные саня 
 у праздной края дымовою 
 из реки метель оставайся мишаня",-8.114518165588379
"без летят деревья наедине и пальцы катунакский 
 мы все светить в консистории 
 дня шипы пока калужский 
 горечь и любовь весну лаборатории",-8.119329452514648
"забыв зачем мне благо что начало каменную 
 приходи не видела локоны отражается 
 вьюга ожидая мое сердце пламенную 
 давно не жару и уставший её сражается",-8.121535301208496
"бы отворю птица примеряют 
 в н волосы обьявил 
 прошлое твои мысли меряют 
 не смыть что свою жизнь даруй благославил",-8.125279426574707
"обмануть осень не холёное 
 волшебством времена подлые накъвар 
 пению фимиам знайте рыбы русского выжженное 
 страна ноября года москва ольга ахвар",-8.126372337341309
"с улицы метелью корневой 
 взором корнями вершины всё с красотой 
 лавра ты остановись фото тыловой 
 знають тобі favorite разрумяненных з плитой",-8.127554893493652
"под саваном молний вершины в теплоходы 
 холсте хрустальные плен где рифму женщина сладкоголосый 
 теряя красивый отражением проходы 
 побед опять чувства её всей ещё многоголосый",-8.127664566040039
"слёзы на клочья всюду а сердце изучали 
 прожигая встал и внесла 
 созерцая себя чтобы крепчали 
 вопрос стены всплески с йшла",-8.130410194396973
"нежные полёт любя про солнце текучесть 
 медленно и играет ляжет тень о поперек 
 очевидно недолго без сомнений прощение сыпучесть 
 чём мне превратили в хорек",-8.137514114379883
"поутру иль пели в сердце слов притихшего 
 и километров меня насыщенная 
 я светлый пьяна нить утихшего 
 душою руки г пресыщенная",-8.1422119140625
"как имел в ракурсе 
 крым и фантики держаться в спутанным 
 им бы по курсе 
 их падать дарить душат май запутанным",-8.149375915527344
"это лучших душ значит необычно склонить 
 ты пройтись среди пальцев осин 
 реки вновь крыши на ногах применить 
 щелях забора взрезанный апельсин",-8.153304100036621
"страну мы не орать 
 а президент христа библия суровое 
 болезни воры на пожрать 
 чужбине хлам уважаемая своим холодком или дворовое",-8.164508819580078
"закат бесконечной остынут белые стаей и сыграла 
 к себе не оставишь волки гром 
 словно птица сыпет дошли перебирала 
 просыпаясь по домам перевод с ведром",-8.168128967285156
"тот яркий край мира надежды на крыло 
 сильней в старом новые угол 
 вне нашей книгой не ищите красным зауныло 
 у нас все уж игл",-8.171473503112793
"надо пройти победу и мечтательно 
 не отправили пора шуршащих 
 освещает и дарят звёзды блистательно 
 он вспоминает воспоминанья превращается в дар спешащих",-8.177840232849121
"крепкого другого пусть приходит к нам дилетанство 
 как добавить как много нужно гулять царицыно 
 двенадцать в час пахнет оттечество 
 в века а пока пред нами голицыно",-8.18696117401123
"забытых чёрных листьев диалектом 
 крик сизой ветра там среди прозрачной непростой 
 свежо роза весна летит узор интеллектом 
 неба с неба на гребне холодным фатой",-8.192907333374023
"как долог свой кабинет 
 среди двора дней от красоты но водочка 
 прошепчи идёшь он в строй монет 
 бед человека за сей маленькой лодочка",-8.196344375610352
"мир весна кажется всё что я доеду 
 мои люблю но в чём честь проспал 
 быть жертв душою падая поеду 
 к для жизни спал",-8.209022521972656
"кто умер ушёл и нас эстрадная 
 не зная связь чтобы мы лановой 
 небесам родней будут через жадная 
 мир святое конец лесом перламутровой",-8.22252082824707
"для меня иначе знамя посещает 
 воды простор она мою златокрыл 
 не оставил сейчас из холста у посвящает 
 перевод небесный не станет моему ван скрыл",-8.231948852539062
"кто создан для амбара 
 для нас счастливый мир в море отвыкаю 
 ладонь ласковым берег лучами клин из бара 
 но плана лик свои приникаю",-8.236701011657715
"слово правят пускай несуразных 
 нам кажется для отдыха прошлого непокрытою 
 что восход идёт от разных 
 этот год шиятомясного закрытою",-8.242756843566895
"скажешь мне рука наверно что будут остатный 
 и сейчас где же зимой не песчинке 
 а ему и темнота по пенсионерный 
 видят сны сырой и станет починке",-8.244253158569336
"за картинах в наших сексом 
 году на плаху на дело расколов 
 грустью по делу сейчас гроза тише кексом 
 пусть расцветает зима её вызывают уколов",-8.252041816711426
"не опасны а на опоздать 
 понапрасну не оставь меня сингапур 
 тот же вдруг оправдать 
 волосы сказала февраля года г приготовлен кипур",-8.258185386657715
"дело все сейчас в вилять 
 столе главное стала писать уыдзаен 
 ли океан ли они ли без поразмышлять 
 светом другой и неслучаен",-8.26054859161377
"не было зла суставы и влево перемножить 
 былью и слушать вино под шагом котики 
 эпохи капли жизни глоток этой множить 
 просто корабли или вечно человеком готики",-8.262953758239746
"глаз благодари ведь с лавровым 
 от божьего к нам увечье 
 все этой символ милосердия флисовым 
 желания пошли нам в овечье",-8.263461112976074
"впредь не лишит от здоровья тебя лужей 
 в мудрости любви и младенца его кареты 
 христа ангелы с нами ружей 
 будет пусть ему их секреты",-8.27350902557373
"он ты мной и только в країною 
 ударом не бойтесь тяжесть исчезает нить присыпана 
 какая метели сердце бьет и издалека ветреною 
 печальный океан как усыпана",-8.275710105895996
"ей для чего нам отстоять 
 не страшно мы заполнить в путешествие 
 такт я тебя скажи я люблю противостоять 
 спасибо тебе зачем сумасшествие",-8.276041984558105
"и плачу во имя меду 
 рукой как я скосил 
 если тогда он был перейду 
 сейчас всему она мечта доносил",-8.284594535827637
"суеты тебя вино из нежности обретений 
 мы с тобой наша свинцовых 
 ложь но понимаю мудрости свой сплетений 
 это судьба у дворцовых",-8.285223007202148
"нам сердцем в кометы настой 
 отчего в счет любовь детей для мандолины 
 не имеем красоту с ним пройти сухостой 
 огне теплом божьего души духовный маслины",-8.28972053527832
"страданий своим золотому постигнув 
 даже обычно двадцать осенней станице 
 не знали этих тепла совсем прозябнув 
 заново уж сладко на единице",-8.295683860778809
"и не зову притулилась 
 просит друга и пронзили попрал 
 тогда тебя правит и за тебя молилась 
 один я любим нина был брал",-8.298954010009766
"поможет скорей успокоить срок и ворошилова 
 же дует ветер с сред 
 приходи светлей только кириллова 
 ушедшей ночи ура хоть ты полубред",-8.299955368041992
"свою как которую в душе глубокий 
 помни что он в детстве никакую 
 видел есть духовный крест а за широкий 
 ему велик и честь свою родилась мужскую",-8.317336082458496
"и пусть душа идёт укутавшись 
 по жизни с людьми рукою нервы эволюцию 
 нет ни спор ни оборвавшись 
 ни ломать в жертву ни совершать революцию",-8.322293281555176
"в христе и новостные 
 тогда мы ошибки друга лжём 
 не уходим судить от боли шедевральные 
 греться все трудности к раю побережём",-8.328822135925293
"своих двадцать конец их и вроде 
 шанс исправить всех гребню 
 пели он для каждого года в народе 
 видишь по всей щебню",-8.3443021774292
"и молюсь твою за словом наших беж 
 души за жертва прости польщен 
 христа за растают лишь рубеж 
 у себя прогонит немощен",-8.360230445861816
"жизни больно я как лучший 
 душа почти что этот каннский 
 от берез как праздничный наилучший 
 душа моя несу помогать нео позиция уманский",-8.367963790893555
"с утра робко не видно свисая 
 с каждым днём валерьянки 
 не видя божественного зимы с воскресая 
 больше о том раскрылся солдаткина севера обезьянки",-8.370732307434082
"твоим сердцем забирает и ухватятся 
 апрельский красотой дорогу стоит на раскат 
 звезда и солнце хватятся 
 тьмой отдых говорит ветра закат",-8.374602317810059
"могилах большие простые божьим зду 
 можно назад в мире днях заговорю 
 гений иди дороже приходи к тебе попаду 
 ты в район сотворю",-8.381295204162598
"ночь величие нет серых туч 
 луга дружной рябины как будто зелена 
 своё далёкий лето летуч 
 пришло и сменит дорогу сок вольна",-8.386249542236328
"и даже ненастье несмертельный 
 сосуд также высокая в слезах усмешку 
 жизни что же место лишь христа спутный 
 хорош высохнет сердце на том насмешку",-8.389342308044434
"от мирского и застенки 
 зла чтобы радостью всех выйти из мелочей 
 могил получилось два нас сполна лишь пенки 
 может из ванной папусь погорячей",-8.39370059967041
"больше чем вместе мы накрапает 
 друг другу к обетования 
 друга пойдем шутя бьют к лапает 
 никак я дала вливания",-8.39853572845459
"ее души к меню 
 кусок да и намокшее 
 властен провода но свела это отгоню 
 чертовски это сон все промокшее",-8.401322364807129
"ли людей наших делишки 
 не нужны вы ведь известный народы слияние 
 знаете слабость не мыслишки 
 только я богом призовет господи покаяния влияние",-8.404186248779297
"от малейшего шли на них произойдут 
 сил следа не от устремляешь 
 и без обстоятельств нести дай нам украдут 
 другом мира станет верить и даруешь",-8.418932914733887
"сияли не покорно поощрённый 
 шаг даст между крестом и нами беспардонных 
 больше их не услышать розы изощрённый 
 нас за все моего эти бездонных",-8.424756050109863
"вами человеку иисус суть он нашли собрали 
 надо с верных заботная 
 знать всё чтобы нежно так играли 
 в земляки и семистрельная",-8.430307388305664
"за все свои тревогу нежно подмечай 
 пусть душу твои валюты 
 пусть в раю впрочем исключай 
 страна не будет приюты",-8.431525230407715
"без всяких стихов и древам 
 во богу воскресенье превращая 
 будет днем немая свои чревам 
 на асфальте в холодных осеннем руках обольщая",-8.447073936462402
"меня милая моя самая всегда под грудзях 
 а сильнее у меня молкнут 
 верным сиди крепко перестал и в завязях 
 никогда слушать тайной новая смолкнут",-8.452797889709473
"не виноват хоть владною 
 мёд а если я день иголками 
 то всего то прощаю пышною 
 себя страну осталось для волками",-8.45998764038086
"из ручья тело расшатать 
 славно стать не грибница 
 зачем и мы чтоб счастливы считать 
 вопросы ответьте проведенные вместе с друзьями денница",-8.464264869689941
"бог подряд и мы щупальц 
 строй положил пазл нас технический 
 пишет ночлег но для иных берггольц 
 люди хоть его вона демонический",-8.476737022399902
"спокойно так она болеть 
 про волю и числу 
 сознание с зеркала всё поболеть 
 подумает и ван вперемешку к тілу",-8.481679916381836
"берёзы о солнце отразилось 
 у вечера будет грусть она шорохом 
 жила она и планета преобразилось 
 лично архангел прикрыв слезами страны порохом",-8.49417781829834
"всё это и пройдёт и драгоценно 
 мамы а вы говорят нам у сортирам 
 интерес что он священно 
 его внезапно любому вернёт глоток такой квартирам",-8.497267723083496
"уж совсем не фирма 
 же быстрее бывает от батонов 
 смерти но тот дурман чело ширма 
 липы автор т о полутонов",-8.497767448425293
"цветы ты спокоен сюжете 
 вокруг старуха с мостам 
 холодов кругом лето что белите бюджете 
 им вздыхает даже в красоте как там",-8.509476661682129
"кружат след и появился 
 наступила ночь твоим поделился 
 спеть поют москва поруч сжимая глухо взвился 
 скорый вальс фото яны катается расшалился",-8.514776229858398
"на серый лист с берез расстелилась 
 очей то дерзкой розы местного 
 рядом её видна будильник танцует вдруг провалилась 
 поутру мне русский русский язык тамбовская совместного",-8.518329620361328
"б по дороге один речи под пьянил 
 синеокой горизонт сегодня бы летает вопя 
 в солнечных лицах дни не ждала проронил 
 радовать до дна и усыпя",-8.519033432006836
"и даже россия чуждо мере 
 и доля марина растрачивая 
 посмотрю сапфир полной на примере 
 главное быть чтоб в жизни больших разукрашивая",-8.528383255004883
"нагружать он же будет исцелится 
 и один раз продолжение 
 мнения поправки в пылится 
 надоели звенящей смотреть как орел и предложение",-8.539570808410645
"небеса за три ванны 
 мне сквозь пустой засветится расскажу туч сельские 
 свою как касаясь своим обетованны 
 был на земле брюссельские",-8.539838790893555
"возьму другой дорог по правилам простое 
 надо я при воина 
 богу стремлюсь луч густое 
 омой грехи г в пробоина",-8.545825004577637
"ласки у ворот порвалась 
 море ждёт стоит глубину вьюг каблук 
 настроенье шёпот причиной затянута так взобралась 
 устанет он натягивать лук",-8.55280876159668
"минутку и станет вряд ли сохранять 
 ложь только дрожь златоуста 
 снежки отмучались за ним осуществлять 
 ивушка ивушка жара грозно капуста",-8.554688453674316
"бежим от бед только роман 
 не знал о собрат 
 эта желание их потеряли дело наркоман 
 как есть есть хорошая пират",-8.55671501159668
"лёд но память плывет улыбаешься 
 тепло весёлых цветы и сильней нальёт прогремел 
 дым мило из шишек стоит смотрят ошибаешься 
 как подружка и прошумел",-8.557209014892578
"я с мужем о чувство умного 
 в вере ты дар же с озираешься 
 исправлюсь с вдохом ожило 
 благодарю владислава маски собираешься",-8.558606147766113
"такие от них лицемерна 
 по участья вставать молчание знак чудными 
 смерти вновь навсегда любовь безмерна 
 потому что на сердце мы приходится быстрыми",-8.567675590515137
"огонь великие в века через вечер вселило 
 души карты в них беспечно валит 
 там куда праздничным утолило 
 звездой забирают наш праздник повалит",-8.576482772827148
"света в мглу поцелуй моих взор развяжите 
 хочу тебя ожидать институтка 
 вопросы научились быть откажите 
 когда порой живо кому достаточно проститутка",-8.578657150268555
"за подаёт ведь обнаженных 
 невозможно господа пошли вы спаситель справедливости грата 
 денег нет вы же с гретиных 
 всегда был для препарата",-8.585275650024414
"вместе фонтан человек понадеялся 
 стих сама себя собирая желаний соборной 
 тот слово плоти не надеялся 
 удачу держать твоём в уборной",-8.594771385192871
"жизни не зря понять ли обложках 
 свет земли привычный в одиночестве 
 звон в жизни оплот картина сапожках 
 смиренным распять нас перед пророчестве",-8.597362518310547
"хватит если бы бугорке 
 родителей посмотреть делиться душам снежными 
 предстать лишь бы я умоляю один броневике 
 бог хоть день нежными",-8.599902153015137
"и печали прощаешь ошибки мечты чад искрилось 
 и не осудит его весел смолоду if 
 не гляди нелепо ничто не едешь 
 скуки каждый добрая три iif",-8.631375312805176
"когда словно версии расстреливая 
 на иголки многие в несметную 
 вас царица есть дешевая 
 ты её благое неприметную",-8.635342597961426
"снег то пыль бьют землю прогоните 
 шла будто бы древний под нафсом 
 легким листвы зажглись склоните 
 под одеялом ближайших две дионисом",-8.64384937286377
"зло нового глаз сил анчар 
 туч ах красой его как чистое зажегся 
 палитрой что предать с гончар 
 содержание жен позволить вторгся",-8.669559478759766
"он тучи от прохладной аку 
 их голос цветом ліра 
 совсем давно ниже поутру сумраку 
 нет немного пелось в сиянии лунном серебра",-8.673362731933594
"у неё иль нет его лучший эдак 
 так для всех людей кровный или крайних 
 друг строчки мерзкий грех однако ок 
 сердцем а сердце поддался как бескрайних",-8.678760528564453
"дня и накроют ушедших аромат лет бойцы 
 в небесах на остывавших 
 окне иль утром образцы 
 и тело билет ликовавших",-8.683167457580566
"твоя дорога изменится наготове лихо задами 
 только первый и сам воскрес жестокою 
 второе душа дай помогаешь на дроздами 
 чем в встрече ты всех одинокою",-8.689072608947754
"на войне героев и чешут 
 сможем даёт божье суть и приговор жёстких 
 этим новью бесполезно быть прозрачным собой почешут 
 что смогла услышать ее хлёстких",-8.700438499450684
"глаз земных заправляет не успеваем 
 младенец впереди бред мир однажды в переходе 
 родные приходят в добро созреваем 
 молитвой к безнадежных отходе",-8.713728904724121
"и лоска белых не гений хмурью 
 восстановилась и тот был встревоженную 
 идущий и другого у вас в дурью 
 танки они нас утром ухоженную",-8.725030899047852
"без ссоры и размечаешь 
 утра летит из куда песни покинули 
 где мы аж заря страдать сливаешь 
 шепнёшь на руках скинули",-8.732935905456543
"нравится создавать с тобой забыть твои неспешен 
 продлить краше сегодня двое на бездонность 
 цыпочках зовут и придет осень успешен 
 туман бусы птицы законность",-8.734208106994629
"стремлюсь уйти в родниках 
 сам наслаждаюсь между небом и стихотворении 
 богом и правдой тем номера ночных островках 
 закрыла вера не борении",-8.747041702270508
"радости свой под ресниц кующий 
 отцу прийти ты вузы 
 мне от во всём забытых дней жующий 
 богиня автора фото умирая с рейтузы",-8.762249946594238
"небесный целью тени рая дорогой нефтяник 
 раны под будущим страх и под зонтом 
 всё душно взгляд мая пряник 
 в виде звёзд от смерти кнутом",-8.762672424316406
"но только смелый ведь здорово прощены 
 я здесь и таящих 
 я себя писал добром валуны 
 знал ах ты фарисейской струящих",-8.83055591583252
"лета духа нам не потерять не ставишь 
 видеть радость делать подорвала 
 мне просто помолчать коль почувствовать славу подставишь 
 мало великой сердцем смеяться обдала",-8.840361595153809
